#Data tag : v2 , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(hz/ub),recorded(hz/ub),avgpu,source
305814:6343,1095:1095,10/28/17 12:49:33,STABLE BEAMS,6500,10339.791,10037.251,39.4,HFET
305814:6343,1096:1096,10/28/17 12:49:56,STABLE BEAMS,6500,10336.635,6961.057,39.4,HFET
305814:6343,1097:1097,10/28/17 12:50:19,STABLE BEAMS,6500,10324.565,10004.531,39.4,HFET
305814:6343,1098:1098,10/28/17 12:50:43,STABLE BEAMS,6500,10310.375,10010.604,39.3,HFET
305814:6343,1099:1099,10/28/17 12:51:06,STABLE BEAMS,6500,10312.760,9867.430,39.4,HFET
305814:6343,1100:1100,10/28/17 12:51:29,STABLE BEAMS,6500,10309.804,10013.251,39.3,HFET
305814:6343,1101:1101,10/28/17 12:51:53,STABLE BEAMS,6500,10297.735,9998.431,39.3,HFET
305814:6343,1102:1102,10/28/17 12:52:16,STABLE BEAMS,6500,10294.904,9995.989,39.2,HFET
305814:6343,1103:1103,10/28/17 12:52:39,STABLE BEAMS,6500,10275.431,9982.221,39.2,HFET
305814:6343,1104:1104,10/28/17 12:53:03,STABLE BEAMS,6500,10286.637,9989.638,39.2,HFET
305814:6343,1105:1105,10/28/17 12:53:26,STABLE BEAMS,6500,10265.338,9968.548,39.2,HFET
305814:6343,1106:1106,10/28/17 12:53:49,STABLE BEAMS,6500,10263.766,9972.190,39.1,HFET
305814:6343,1107:1107,10/28/17 12:54:13,STABLE BEAMS,6500,10255.826,9154.051,39.1,HFET
305814:6343,1108:1108,10/28/17 12:54:36,STABLE BEAMS,6500,10248.268,9951.559,39.1,HFET
305814:6343,1109:1109,10/28/17 12:54:59,STABLE BEAMS,6500,10243.438,9949.655,39.0,HFET
305814:6343,1110:1110,10/28/17 12:55:22,STABLE BEAMS,6500,10240.128,9948.961,39.1,HFET
305814:6343,1111:1111,10/28/17 12:55:46,STABLE BEAMS,6500,10224.198,9935.107,39.0,HFET
305814:6343,1112:1112,10/28/17 12:56:09,STABLE BEAMS,6500,10227.022,9937.535,39.0,HFET
305814:6343,1113:1113,10/28/17 12:56:32,STABLE BEAMS,6500,10232.501,9945.059,39.0,HFET
305814:6343,1114:1114,10/28/17 12:56:56,STABLE BEAMS,6500,10217.940,9927.404,39.0,HFET
305814:6343,1115:1115,10/28/17 12:57:19,STABLE BEAMS,6500,10218.175,9928.117,38.9,HFET
305814:6343,1116:1116,10/28/17 12:57:42,STABLE BEAMS,6500,10209.778,9782.318,38.9,HFET
305814:6343,1117:1117,10/28/17 12:58:06,STABLE BEAMS,6500,10202.456,9913.684,38.9,HFET
305814:6343,1118:1118,10/28/17 12:58:29,STABLE BEAMS,6500,10195.529,9906.873,38.9,HFET
305814:6343,1119:1119,10/28/17 12:58:52,STABLE BEAMS,6500,10195.392,9908.082,38.9,HFET
305814:6343,1120:1120,10/28/17 12:59:16,STABLE BEAMS,6500,10178.827,9891.734,38.8,HFET
305814:6343,1121:1121,10/28/17 12:59:39,STABLE BEAMS,6500,10178.214,9886.689,38.8,HFET
305814:6343,1122:1122,10/28/17 13:00:02,STABLE BEAMS,6500,10179.307,9891.739,38.8,HFET
305814:6343,1123:1123,10/28/17 13:00:26,STABLE BEAMS,6500,10166.949,9883.178,38.8,HFET
305814:6343,1124:1124,10/28/17 13:00:49,STABLE BEAMS,6500,10159.870,9645.362,38.7,HFET
305814:6343,1125:1125,10/28/17 13:01:12,STABLE BEAMS,6500,10149.005,9875.300,38.7,HFET
305814:6343,1126:1126,10/28/17 13:01:35,STABLE BEAMS,6500,10144.026,9870.246,38.7,HFET
305814:6343,1127:1127,10/28/17 13:01:59,STABLE BEAMS,6500,10134.151,9874.344,38.7,HFET
305814:6343,1128:1128,10/28/17 13:02:22,STABLE BEAMS,6500,10143.117,9881.752,38.7,HFET
305814:6343,1129:1129,10/28/17 13:02:45,STABLE BEAMS,6500,10114.132,9857.645,38.6,HFET
305814:6343,1130:1130,10/28/17 13:03:09,STABLE BEAMS,6500,10122.603,9865.102,38.6,HFET
305814:6343,1131:1131,10/28/17 13:03:32,STABLE BEAMS,6500,10113.262,9857.821,38.6,HFET
305814:6343,1132:1132,10/28/17 13:03:55,STABLE BEAMS,6500,10106.616,9850.674,38.6,HFET
305814:6343,1133:1133,10/28/17 13:04:19,STABLE BEAMS,6500,10099.268,9836.216,38.5,HFET
305814:6343,1134:1134,10/28/17 13:04:42,STABLE BEAMS,6500,10090.520,9813.115,38.5,HFET
305814:6343,1135:1135,10/28/17 13:05:05,STABLE BEAMS,6500,10086.437,9667.909,38.5,HFET
305814:6343,1136:1136,10/28/17 13:05:29,STABLE BEAMS,6500,10080.709,9805.868,38.4,HFET
305814:6343,1137:1137,10/28/17 13:05:52,STABLE BEAMS,6500,10075.009,9796.425,38.4,HFET
305814:6343,1138:1138,10/28/17 13:06:15,STABLE BEAMS,6500,10069.178,9780.134,38.4,HFET
305814:6343,1139:1139,10/28/17 13:06:38,STABLE BEAMS,6500,10062.020,9778.614,38.4,HFET
305814:6343,1140:1140,10/28/17 13:07:02,STABLE BEAMS,6500,10053.988,9778.551,38.3,HFET
305814:6343,1141:1141,10/28/17 13:07:25,STABLE BEAMS,6500,10040.910,9756.151,38.3,HFET
305814:6343,1142:1142,10/28/17 13:07:48,STABLE BEAMS,6500,10023.084,9754.001,38.2,HFET
305814:6343,1143:1143,10/28/17 13:08:12,STABLE BEAMS,6500,10016.441,9746.870,38.2,HFET
305814:6343,1144:1144,10/28/17 13:08:35,STABLE BEAMS,6500,10009.960,9739.177,38.2,HFET
305814:6343,1145:1145,10/28/17 13:08:58,STABLE BEAMS,6500,10006.721,9750.683,38.1,HFET
305814:6343,1146:1146,10/28/17 13:09:22,STABLE BEAMS,6500,10003.175,9737.017,38.1,HFET
305814:6343,1147:1147,10/28/17 13:09:45,STABLE BEAMS,6500,10001.022,9733.323,38.1,HFET
305814:6343,1148:1148,10/28/17 13:10:08,STABLE BEAMS,6500,9984.218,9719.945,38.1,HFET
305814:6343,1149:1149,10/28/17 13:10:32,STABLE BEAMS,6500,9986.469,9720.924,38.1,HFET
305814:6343,1150:1150,10/28/17 13:10:55,STABLE BEAMS,6500,9980.601,9568.428,38.1,HFET
305814:6343,1151:1151,10/28/17 13:11:18,STABLE BEAMS,6500,9974.356,9693.624,38.0,HFET
305814:6343,1152:1152,10/28/17 13:11:41,STABLE BEAMS,6500,9968.271,9703.885,38.0,HFET
305814:6343,1153:1153,10/28/17 13:12:05,STABLE BEAMS,6500,9961.405,9697.668,38.0,HFET
305814:6343,1154:1154,10/28/17 13:12:28,STABLE BEAMS,6500,9956.147,9692.938,37.9,HFET
305814:6343,1155:1155,10/28/17 13:12:51,STABLE BEAMS,6500,9950.338,9685.649,38.0,HFET
305814:6343,1156:1156,10/28/17 13:13:15,STABLE BEAMS,6500,9952.848,9690.231,38.0,HFET
305814:6343,1157:1157,10/28/17 13:13:38,STABLE BEAMS,6500,9945.622,9685.411,37.9,HFET
305814:6343,1158:1158,10/28/17 13:14:01,STABLE BEAMS,6500,9937.560,9670.742,37.9,HFET
305814:6343,1159:1159,10/28/17 13:14:25,STABLE BEAMS,6500,9937.887,9662.963,37.9,HFET
305814:6343,1160:1160,10/28/17 13:14:48,STABLE BEAMS,6500,9924.816,9665.831,37.8,HFET
305814:6343,1161:1161,10/28/17 13:15:11,STABLE BEAMS,6500,9923.004,7613.655,37.9,HFET
305814:6343,1162:1162,10/28/17 13:15:35,STABLE BEAMS,6500,9915.656,5686.908,37.8,HFET
305814:6343,1163:1163,10/28/17 13:15:58,STABLE BEAMS,6500,9907.715,9650.491,37.8,HFET
305814:6343,1164:1164,10/28/17 13:16:21,STABLE BEAMS,6500,9913.163,9530.670,37.8,HFET
305814:6343,1165:1165,10/28/17 13:16:45,STABLE BEAMS,6500,9901.421,9660.510,37.7,HFET
305814:6343,1166:1166,10/28/17 13:17:08,STABLE BEAMS,6500,9902.523,9660.828,37.8,HFET
305814:6343,1167:1167,10/28/17 13:17:31,STABLE BEAMS,6500,9893.510,9653.500,37.7,HFET
305814:6343,1168:1168,10/28/17 13:17:54,STABLE BEAMS,6500,9886.298,9507.398,37.7,HFET
305814:6343,1169:1169,10/28/17 13:18:18,STABLE BEAMS,6500,9890.371,9649.176,37.7,HFET
305814:6343,1170:1170,10/28/17 13:18:41,STABLE BEAMS,6500,9879.493,9639.473,37.7,HFET
305814:6343,1171:1171,10/28/17 13:19:04,STABLE BEAMS,6500,9876.121,9636.753,37.7,HFET
305814:6343,1172:1172,10/28/17 13:19:28,STABLE BEAMS,6500,9870.711,9630.778,37.6,HFET
305814:6343,1173:1173,10/28/17 13:19:51,STABLE BEAMS,6500,9865.116,9624.912,37.6,HFET
305814:6343,1174:1174,10/28/17 13:20:14,STABLE BEAMS,6500,9862.013,9482.960,37.6,HFET
305814:6343,1175:1175,10/28/17 13:20:38,STABLE BEAMS,6500,9856.200,9479.066,37.6,HFET
305814:6343,1176:1176,10/28/17 13:21:01,STABLE BEAMS,6500,9853.911,9477.457,37.6,HFET
305814:6343,1177:1177,10/28/17 13:21:24,STABLE BEAMS,6500,9842.048,9467.461,37.5,HFET
305814:6343,1178:1178,10/28/17 13:21:48,STABLE BEAMS,6500,9840.453,9601.447,37.5,HFET
305814:6343,1179:1179,10/28/17 13:22:11,STABLE BEAMS,6500,9837.057,9599.577,37.5,HFET
305814:6343,1180:1180,10/28/17 13:22:34,STABLE BEAMS,6500,9828.828,9593.084,37.5,HFET
305814:6343,1181:1181,10/28/17 13:22:58,STABLE BEAMS,6500,9819.785,9583.789,37.4,HFET
305814:6343,1182:1182,10/28/17 13:23:21,STABLE BEAMS,6500,9813.983,9577.135,37.4,HFET
305814:6343,1183:1183,10/28/17 13:23:44,STABLE BEAMS,6500,9813.495,9576.876,37.4,HFET
305814:6343,1184:1184,10/28/17 13:24:07,STABLE BEAMS,6500,9806.509,9570.997,37.4,HFET
305814:6343,1185:1185,10/28/17 13:24:31,STABLE BEAMS,6500,9803.076,9567.704,37.4,HFET
305814:6343,1186:1186,10/28/17 13:24:54,STABLE BEAMS,6500,9794.989,9559.981,37.4,HFET
305814:6343,1187:1187,10/28/17 13:25:17,STABLE BEAMS,6500,9787.519,9415.801,37.3,HFET
305814:6343,1188:1188,10/28/17 13:25:41,STABLE BEAMS,6500,9786.136,9550.354,37.3,HFET
305814:6343,1189:1189,10/28/17 13:26:04,STABLE BEAMS,6500,9780.060,9545.661,37.3,HFET
305814:6343,1190:1190,10/28/17 13:26:27,STABLE BEAMS,6500,9779.655,9546.533,37.3,HFET
305814:6343,1191:1191,10/28/17 13:26:51,STABLE BEAMS,6500,9763.957,9531.603,37.2,HFET
305814:6343,1192:1192,10/28/17 13:27:14,STABLE BEAMS,6500,9762.832,9502.724,37.2,HFET
305814:6343,1193:1193,10/28/17 13:27:37,STABLE BEAMS,6500,9757.925,9506.363,37.2,HFET
305814:6343,1194:1194,10/28/17 13:28:01,STABLE BEAMS,6500,9750.704,9500.161,37.2,HFET
305814:6343,1195:1195,10/28/17 13:28:24,STABLE BEAMS,6500,9743.025,9493.452,37.2,HFET
305814:6343,1196:1196,10/28/17 13:28:47,STABLE BEAMS,6500,9739.658,9489.903,37.1,HFET
305814:6343,1197:1197,10/28/17 13:29:11,STABLE BEAMS,6500,9729.646,9482.872,37.1,HFET
305814:6343,1198:1198,10/28/17 13:29:34,STABLE BEAMS,6500,9727.904,9481.573,37.1,HFET
305814:6343,1199:1199,10/28/17 13:29:57,STABLE BEAMS,6500,9721.890,9485.395,37.1,HFET
305814:6343,1200:1200,10/28/17 13:30:20,STABLE BEAMS,6500,9712.038,9481.982,37.0,HFET
305814:6343,1201:1201,10/28/17 13:30:44,STABLE BEAMS,6500,9707.539,9475.783,37.0,HFET
305814:6343,1202:1202,10/28/17 13:31:07,STABLE BEAMS,6500,9705.312,9338.719,37.0,HFET
305814:6343,1203:1203,10/28/17 13:31:30,STABLE BEAMS,6500,9699.812,9469.520,37.0,HFET
305814:6343,1204:1204,10/28/17 13:31:54,STABLE BEAMS,6500,9692.196,9463.218,37.0,HFET
305814:6343,1205:1205,10/28/17 13:32:17,STABLE BEAMS,6500,9690.868,9460.174,36.9,HFET
305814:6343,1206:1206,10/28/17 13:32:40,STABLE BEAMS,6500,9678.055,9449.879,36.9,HFET
305814:6343,1207:1207,10/28/17 13:33:04,STABLE BEAMS,6500,9677.391,9450.079,36.9,HFET
305814:6343,1208:1208,10/28/17 13:33:27,STABLE BEAMS,6500,9674.308,9441.667,36.9,HFET
305814:6343,1209:1209,10/28/17 13:33:50,STABLE BEAMS,6500,9662.805,4954.139,36.9,HFET
305814:6343,1210:1210,10/28/17 13:34:14,STABLE BEAMS,6500,9665.903,5712.459,36.8,HFET
305814:6343,1211:1211,10/28/17 13:34:37,STABLE BEAMS,6500,9653.157,9411.614,36.8,HFET
305814:6343,1212:1212,10/28/17 13:35:00,STABLE BEAMS,6500,9652.396,9412.452,36.8,HFET
305814:6343,1213:1213,10/28/17 13:35:23,STABLE BEAMS,6500,9648.285,9410.167,36.8,HFET
305814:6343,1214:1214,10/28/17 13:35:47,STABLE BEAMS,6500,9638.986,9399.726,36.8,HFET
305814:6343,1215:1215,10/28/17 13:36:10,STABLE BEAMS,6500,9632.412,9392.758,36.7,HFET
305814:6343,1216:1216,10/28/17 13:36:33,STABLE BEAMS,6500,9625.951,9388.392,36.7,HFET
305814:6343,1217:1217,10/28/17 13:36:57,STABLE BEAMS,6500,9618.984,9381.962,36.7,HFET
305814:6343,1218:1218,10/28/17 13:37:20,STABLE BEAMS,6500,9613.538,9377.088,36.7,HFET
305814:6343,1219:1219,10/28/17 13:37:43,STABLE BEAMS,6500,9610.683,9373.069,36.6,HFET
305814:6343,1220:1220,10/28/17 13:38:07,STABLE BEAMS,6500,9598.462,9226.820,36.6,HFET
305814:6343,1221:1221,10/28/17 13:38:30,STABLE BEAMS,6500,9586.559,9361.088,36.6,HFET
305814:6343,1222:1222,10/28/17 13:38:53,STABLE BEAMS,6500,9582.610,9345.806,36.5,HFET
305814:6343,1223:1223,10/28/17 13:39:17,STABLE BEAMS,6500,9575.190,9338.970,36.5,HFET
305814:6343,1224:1224,10/28/17 13:39:40,STABLE BEAMS,6500,9576.295,9342.630,36.5,HFET
305814:6343,1225:1225,10/28/17 13:40:03,STABLE BEAMS,6500,9576.659,9339.623,36.5,HFET
305814:6343,1226:1226,10/28/17 13:40:27,STABLE BEAMS,6500,9575.072,9339.634,36.5,HFET
305814:6343,1227:1227,10/28/17 13:40:50,STABLE BEAMS,6500,9580.433,9328.048,36.5,HFET
305814:6343,1228:1228,10/28/17 13:41:13,STABLE BEAMS,6500,9573.005,9336.111,36.5,HFET
305814:6343,1229:1229,10/28/17 13:41:36,STABLE BEAMS,6500,9563.185,9325.835,36.5,HFET
305814:6343,1230:1230,10/28/17 13:42:00,STABLE BEAMS,6500,9536.194,9303.479,36.2,HFET
305814:6343,1231:1231,10/28/17 13:42:23,STABLE BEAMS,6500,9562.463,9325.389,36.5,HFET
305814:6343,1232:1232,10/28/17 13:42:46,STABLE BEAMS,6500,9550.023,9306.922,36.4,HFET
305814:6343,1233:1233,10/28/17 13:43:10,STABLE BEAMS,6500,9565.986,9327.688,36.4,HFET
305814:6343,1234:1234,10/28/17 13:43:33,STABLE BEAMS,6500,9536.799,9302.418,36.4,HFET
305814:6343,1235:1235,10/28/17 13:43:56,STABLE BEAMS,6500,9542.798,9308.054,36.4,HFET
305814:6343,1236:1236,10/28/17 13:44:20,STABLE BEAMS,6500,9536.183,9299.168,36.3,HFET
305814:6343,1237:1237,10/28/17 13:44:43,STABLE BEAMS,6500,9529.741,9158.099,36.3,HFET
305814:6343,1238:1238,10/28/17 13:45:06,STABLE BEAMS,6500,9522.987,9288.056,36.3,HFET
305814:6343,1239:1239,10/28/17 13:45:30,STABLE BEAMS,6500,9514.505,9151.646,36.3,HFET
305814:6343,1240:1240,10/28/17 13:45:53,STABLE BEAMS,6500,9517.648,9285.937,36.3,HFET
305814:6343,1241:1241,10/28/17 13:46:16,STABLE BEAMS,6500,9506.377,9276.476,36.2,HFET
305814:6343,1242:1242,10/28/17 13:46:39,STABLE BEAMS,6500,9470.665,9253.647,36.2,HFET
305814:6343,1243:1243,10/28/17 13:47:03,STABLE BEAMS,6500,9501.027,9279.927,36.1,HFET
305814:6343,1244:1244,10/28/17 13:47:26,STABLE BEAMS,6500,9487.027,9256.390,36.2,HFET
305814:6343,1245:1245,10/28/17 13:47:49,STABLE BEAMS,6500,9487.300,9269.354,36.2,HFET
305814:6343,1246:1246,10/28/17 13:48:13,STABLE BEAMS,6500,9479.424,9262.427,36.1,HFET
305814:6343,1247:1247,10/28/17 13:48:36,STABLE BEAMS,6500,9477.843,9260.515,36.1,HFET
305814:6343,1248:1248,10/28/17 13:48:59,STABLE BEAMS,6500,9486.771,9136.898,36.2,HFET
305814:6343,1249:1249,10/28/17 13:49:23,STABLE BEAMS,6500,9463.699,9246.946,36.1,HFET
305814:6343,1250:1250,10/28/17 13:49:46,STABLE BEAMS,6500,9465.985,9117.075,36.1,HFET
305814:6343,1251:1251,10/28/17 13:50:09,STABLE BEAMS,6500,9458.386,9223.012,36.1,HFET
305814:6343,1252:1252,10/28/17 13:50:33,STABLE BEAMS,6500,9454.818,9227.106,36.1,HFET
305814:6343,1253:1253,10/28/17 13:50:56,STABLE BEAMS,6500,9448.967,9209.778,36.0,HFET
305814:6343,1254:1254,10/28/17 13:51:19,STABLE BEAMS,6500,9443.207,9218.259,36.0,HFET
305814:6343,1255:1255,10/28/17 13:51:43,STABLE BEAMS,6500,9404.861,9049.829,36.0,HFET
305814:6343,1256:1256,10/28/17 13:52:06,STABLE BEAMS,6500,9433.737,9207.904,35.9,HFET
305814:6343,1257:1257,10/28/17 13:52:29,STABLE BEAMS,6500,9424.145,9066.883,35.9,HFET
305814:6343,1258:1258,10/28/17 13:52:52,STABLE BEAMS,6500,9417.391,9178.270,35.9,HFET
305814:6343,1259:1259,10/28/17 13:53:16,STABLE BEAMS,6500,9427.898,9202.731,35.9,HFET
305814:6343,1260:1260,10/28/17 13:53:39,STABLE BEAMS,6500,9422.483,9199.148,36.0,HFET
305814:6343,1261:1261,10/28/17 13:54:02,STABLE BEAMS,6500,9401.133,9177.625,35.9,HFET
305814:6343,1262:1262,10/28/17 13:54:26,STABLE BEAMS,6500,9397.649,9177.371,35.8,HFET
305814:6343,1263:1263,10/28/17 13:54:49,STABLE BEAMS,6500,9392.732,9163.546,35.8,HFET
305814:6343,1264:1264,10/28/17 13:55:12,STABLE BEAMS,6500,9391.991,9168.331,35.8,HFET
305814:6343,1265:1265,10/28/17 13:55:36,STABLE BEAMS,6500,9370.522,9151.419,35.8,HFET
305814:6343,1266:1266,10/28/17 13:55:59,STABLE BEAMS,6500,9368.075,9147.698,35.6,HFET
305814:6343,1267:1267,10/28/17 13:56:22,STABLE BEAMS,6500,9375.619,9151.588,35.8,HFET
305814:6343,1268:1268,10/28/17 13:56:46,STABLE BEAMS,6500,9367.378,9147.897,35.7,HFET
305814:6343,1269:1269,10/28/17 13:57:09,STABLE BEAMS,6500,9357.682,9136.793,35.7,HFET
305814:6343,1270:1270,10/28/17 13:57:32,STABLE BEAMS,6500,9352.257,9132.602,35.7,HFET
305814:6343,1271:1271,10/28/17 13:57:56,STABLE BEAMS,6500,9350.321,8947.554,35.6,HFET
305814:6343,1272:1272,10/28/17 13:58:19,STABLE BEAMS,6500,9365.657,9147.252,35.7,HFET
305814:6343,1273:1273,10/28/17 13:58:42,STABLE BEAMS,6500,9333.288,9116.033,35.6,HFET
305814:6343,1274:1274,10/28/17 13:59:05,STABLE BEAMS,6500,9338.439,9120.496,35.6,HFET
305814:6343,1275:1275,10/28/17 13:59:29,STABLE BEAMS,6500,9332.358,9116.508,35.6,HFET
305814:6343,1276:1276,10/28/17 13:59:52,STABLE BEAMS,6500,9329.312,9110.973,35.6,HFET
305814:6343,1277:1277,10/28/17 14:00:15,STABLE BEAMS,6500,9322.675,9109.227,35.6,HFET
305814:6343,1278:1278,10/28/17 14:00:39,STABLE BEAMS,6500,9271.909,9064.651,35.4,HFET
305814:6343,1279:1279,10/28/17 14:01:02,STABLE BEAMS,6500,9312.922,9103.234,35.5,HFET
305814:6343,1280:1280,10/28/17 14:01:25,STABLE BEAMS,6500,9300.874,2500.984,35.4,HFET
305814:6343,1281:1281,10/28/17 14:01:49,STABLE BEAMS,6500,9294.763,9086.264,35.4,HFET
305814:6343,1282:1282,10/28/17 14:02:12,STABLE BEAMS,6500,9299.677,9088.758,35.4,HFET
305814:6343,1283:1283,10/28/17 14:02:35,STABLE BEAMS,6500,9296.027,9088.553,35.5,HFET
305814:6343,1284:1284,10/28/17 14:02:59,STABLE BEAMS,6500,9276.952,7966.718,35.4,HFET
305814:6343,1285:1285,10/28/17 14:03:22,STABLE BEAMS,6500,9278.498,9072.535,35.4,HFET
305814:6343,1286:1286,10/28/17 14:03:45,STABLE BEAMS,6500,9272.624,9066.866,35.4,HFET
305814:6343,1287:1287,10/28/17 14:04:09,STABLE BEAMS,6500,9265.123,9060.037,35.3,HFET
305814:6343,1288:1288,10/28/17 14:04:32,STABLE BEAMS,6500,9259.279,9052.079,35.3,HFET
305814:6343,1289:1289,10/28/17 14:04:55,STABLE BEAMS,6500,9224.961,8760.854,35.3,HFET
305814:6343,1290:1290,10/28/17 14:05:18,STABLE BEAMS,6500,9245.698,5357.126,35.1,HFET
305814:6343,1291:1291,10/28/17 14:05:42,STABLE BEAMS,6500,9240.262,9030.719,35.3,HFET
305814:6343,1292:1292,10/28/17 14:06:05,STABLE BEAMS,6500,9235.048,9029.794,35.2,HFET
305814:6343,1293:1293,10/28/17 14:06:28,STABLE BEAMS,6500,9231.146,9025.152,35.2,HFET
305814:6343,1294:1294,10/28/17 14:06:52,STABLE BEAMS,6500,9236.250,9029.934,35.2,HFET
305814:6343,1295:1295,10/28/17 14:07:15,STABLE BEAMS,6500,9235.405,9029.306,35.3,HFET
305814:6343,1296:1296,10/28/17 14:07:38,STABLE BEAMS,6500,9213.141,9008.728,35.1,HFET
305814:6343,1297:1297,10/28/17 14:08:02,STABLE BEAMS,6500,9211.967,9007.365,35.1,HFET
305814:6343,1298:1298,10/28/17 14:08:25,STABLE BEAMS,6500,9207.335,9002.105,35.1,HFET
305814:6343,1299:1299,10/28/17 14:08:48,STABLE BEAMS,6500,9206.026,9000.415,35.1,HFET
305814:6343,1300:1300,10/28/17 14:09:12,STABLE BEAMS,6500,9204.743,9000.223,35.1,HFET
305814:6343,1301:1301,10/28/17 14:09:35,STABLE BEAMS,6500,9196.632,8863.563,35.1,HFET
305814:6343,1302:1302,10/28/17 14:09:58,STABLE BEAMS,6500,9192.510,8989.145,35.0,HFET
305814:6343,1303:1303,10/28/17 14:10:21,STABLE BEAMS,6500,9187.515,8983.902,35.0,HFET
305814:6343,1304:1304,10/28/17 14:10:45,STABLE BEAMS,6500,9186.621,8983.303,35.0,HFET
305814:6343,1305:1305,10/28/17 14:11:08,STABLE BEAMS,6500,9177.610,8975.034,35.0,HFET
305814:6343,1306:1306,10/28/17 14:11:31,STABLE BEAMS,6500,9169.197,8966.331,35.0,HFET
305814:6343,1307:1307,10/28/17 14:11:55,STABLE BEAMS,6500,9153.855,8938.692,34.9,HFET
305814:6343,1308:1308,10/28/17 14:12:18,STABLE BEAMS,6500,9123.234,8910.697,34.7,HFET
305814:6343,1309:1309,10/28/17 14:12:41,STABLE BEAMS,6500,9153.398,8952.313,35.0,HFET
305814:6343,1310:1310,10/28/17 14:13:05,STABLE BEAMS,6500,9156.219,8949.500,34.8,HFET
305814:6343,1311:1311,10/28/17 14:13:28,STABLE BEAMS,6500,9147.422,8938.890,35.0,HFET
305814:6343,1312:1312,10/28/17 14:13:51,STABLE BEAMS,6500,9128.658,8920.487,34.8,HFET
305814:6343,1313:1313,10/28/17 14:14:15,STABLE BEAMS,6500,9127.008,8918.897,34.8,HFET
305814:6343,1314:1314,10/28/17 14:14:38,STABLE BEAMS,6500,9119.278,8911.529,34.8,HFET
305814:6343,1315:1315,10/28/17 14:15:01,STABLE BEAMS,6500,9112.078,8904.732,34.8,HFET
305814:6343,1316:1316,10/28/17 14:15:25,STABLE BEAMS,6500,9110.301,8903.496,34.7,HFET
305814:6343,1317:1317,10/28/17 14:15:48,STABLE BEAMS,6500,9101.931,8899.942,34.7,HFET
305814:6343,1318:1318,10/28/17 14:16:11,STABLE BEAMS,6500,9098.578,8899.173,34.7,HFET
305814:6343,1319:1319,10/28/17 14:16:34,STABLE BEAMS,6500,9091.514,8764.694,34.7,HFET
305814:6343,1320:1320,10/28/17 14:16:58,STABLE BEAMS,6500,9083.505,8886.020,34.6,HFET
305814:6343,1321:1321,10/28/17 14:17:21,STABLE BEAMS,6500,9084.492,8746.076,34.6,HFET
305814:6343,1322:1322,10/28/17 14:17:44,STABLE BEAMS,6500,9079.713,8753.543,34.6,HFET
305814:6343,1323:1323,10/28/17 14:18:08,STABLE BEAMS,6500,9075.128,8877.108,34.6,HFET
305814:6343,1324:1324,10/28/17 14:18:31,STABLE BEAMS,6500,9068.986,8871.177,34.6,HFET
305814:6343,1325:1325,10/28/17 14:18:54,STABLE BEAMS,6500,9063.986,8865.839,34.6,HFET
305814:6343,1326:1326,10/28/17 14:19:18,STABLE BEAMS,6500,8982.035,8786.779,34.6,HFET
305814:6343,1327:1327,10/28/17 14:19:41,STABLE BEAMS,6500,8770.484,8454.879,33.9,HFET
305814:6343,1328:1328,10/28/17 14:20:04,STABLE BEAMS,6500,8687.226,8501.624,31.5,HFET
305814:6343,1329:1329,10/28/17 14:20:28,STABLE BEAMS,6500,8708.518,8395.294,31.8,HFET
305814:6343,1330:1330,10/28/17 14:20:51,STABLE BEAMS,6500,8704.909,8516.200,31.6,HFET
305814:6343,1331:1331,10/28/17 14:21:14,STABLE BEAMS,6500,9056.483,8851.961,34.6,HFET
305814:6343,1332:1332,10/28/17 14:21:38,STABLE BEAMS,6500,9050.195,8845.504,34.5,HFET
305814:6343,1333:1333,10/28/17 14:22:01,STABLE BEAMS,6500,9045.233,8715.767,34.5,HFET
305814:6343,1334:1334,10/28/17 14:22:24,STABLE BEAMS,6500,9038.720,8835.991,34.5,HFET
305814:6343,1335:1335,10/28/17 14:22:47,STABLE BEAMS,6500,9029.639,8827.094,34.4,HFET
305814:6343,1336:1336,10/28/17 14:23:11,STABLE BEAMS,6500,9024.863,8821.735,34.4,HFET
305814:6343,1337:1337,10/28/17 14:23:34,STABLE BEAMS,6500,9019.498,8816.690,34.4,HFET
305814:6343,1338:1338,10/28/17 14:23:57,STABLE BEAMS,6500,9012.443,8813.779,34.4,HFET
305814:6343,1339:1339,10/28/17 14:24:21,STABLE BEAMS,6500,9005.898,8806.026,34.3,HFET
305814:6343,1340:1340,10/28/17 14:24:44,STABLE BEAMS,6500,8999.323,8796.962,34.3,HFET
305814:6343,1341:1341,10/28/17 14:25:07,STABLE BEAMS,6500,8995.127,8795.214,34.3,HFET
305814:6343,1342:1342,10/28/17 14:25:31,STABLE BEAMS,6500,8987.793,8788.897,34.3,HFET
305814:6343,1343:1343,10/28/17 14:25:54,STABLE BEAMS,6500,8980.284,8781.580,34.2,HFET
305814:6343,1344:1344,10/28/17 14:26:17,STABLE BEAMS,6500,8976.524,8651.757,34.2,HFET
305814:6343,1345:1345,10/28/17 14:26:41,STABLE BEAMS,6500,8971.699,8771.280,34.2,HFET
305814:6343,1346:1346,10/28/17 14:27:04,STABLE BEAMS,6500,8966.640,8768.030,34.2,HFET
305814:6343,1347:1347,10/28/17 14:27:27,STABLE BEAMS,6500,8961.917,8638.126,34.2,HFET
